condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
formal_ablation_full_case1,case1,full,3,98003,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,3,98003,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,4,98004,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,5,98005,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,6,98006,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,7,98007,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,8,98008,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,9,98009,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,10,98010,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,11,98011,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,12,98012,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,13,98013,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,12,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,5,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,13,5,25,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,6,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,14,6,26,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,7,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,14,98014,fixed,15,7,27,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,0,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,8,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,16,0,20,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,1,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,9,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,17,1,21,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,2,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,10,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,18,2,22,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,3,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,11,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,19,3,23,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,4,4,24,nan,nan,0.0,nan,0
formal_ablation_full_case1,case1,full,15,98015,fixed,12,4,24,nan,nan,0.0,nan,0
